,file,frame,person,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
969,step_f_b.MOV,126,0,tensor(309.7142),tensor(344.0751),tensor(344.0764),tensor(316.5536),tensor(277.7295),tensor(317.6790),tensor(394.7878),tensor(343.8981),tensor(235.4783),tensor(347.5887),tensor(440.8580),tensor(534.3428),tensor(192.6537),tensor(542.4694),tensor(495.0613),tensor(773.6674),tensor(130.2498),tensor(791.5970),tensor(516.8002),tensor(984.8271),tensor(110.9542),tensor(991.3821),tensor(384.2976),tensor(948.6330),tensor(229.1265),tensor(950.2846),tensor(357.8188),tensor(1280.4900),tensor(239.4050),tensor(1282.3558),tensor(330.8306),tensor(1552.9684),tensor(255.3220),tensor(1563.3604)
970,step_f_b.MOV,127,0,tensor(310.1682),tensor(344.0056),tensor(344.2877),tensor(316.6277),tensor(278.2707),tensor(317.9261),tensor(394.1642),tensor(343.9908),tensor(235.7628),tensor(347.9648),tensor(439.9671),tensor(533.4389),tensor(193.6999),tensor(542.0778),tensor(495.2458),tensor(770.9291),tensor(131.3874),tensor(788.5541),tensor(514.7785),tensor(981.8225),tensor(108.1444),tensor(987.8134),tensor(385.0497),tensor(946.6998),tensor(230.9746),tensor(948.6281),tensor(357.2908),tensor(1278.2540),tensor(239.8056),tensor(1281.4414),tensor(331.9571),tensor(1551.3252),tensor(256.6087),tensor(1564.1244)
971,step_f_b.MOV,128,0,tensor(310.8855),tensor(344.3625),tensor(345.3181),tensor(317.2831),tensor(279.4100),tensor(317.8605),tensor(395.2076),tensor(345.1092),tensor(237.0247),tensor(347.5062),tensor(440.2091),tensor(534.8930),tensor(193.3355),tensor(542.2066),tensor(494.4254),tensor(772.3685),tensor(131.2731),tensor(789.5653),tensor(512.8267),tensor(982.7999),tensor(107.1534),tensor(989.9797),tensor(383.8656),tensor(948.3604),tensor(229.3382),tensor(949.4887),tensor(359.5888),tensor(1278.7244),tensor(240.3590),tensor(1279.1415),tensor(334.0236),tensor(1552.0775),tensor(258.1923),tensor(1561.5055)
972,step_f_b.MOV,129,0,tensor(310.7286),tensor(342.1222),tensor(345.3723),tensor(315.1340),tensor(279.4201),tensor(315.5853),tensor(395.6564),tensor(343.6613),tensor(237.4216),tensor(345.7835),tensor(440.8884),tensor(534.3643),tensor(193.8624),tensor(541.6082),tensor(494.0442),tensor(773.4386),tensor(131.6297),tensor(790.3603),tensor(509.4697),tensor(983.6675),tensor(105.5930),tensor(990.5299),tensor(384.9553),tensor(947.3366),tensor(230.2768),tensor(948.3270),tensor(361.2244),tensor(1278.6548),tensor(241.6622),tensor(1278.8455),tensor(335.1328),tensor(1551.6625),tensor(259.9153),tensor(1561.4525)
973,step_f_b.MOV,130,0,tensor(309.1633),tensor(342.4938),tensor(343.7810),tensor(315.2179),tensor(277.8398),tensor(316.1791),tensor(395.4174),tensor(343.4888),tensor(236.9128),tensor(346.7984),tensor(442.8955),tensor(534.9180),tensor(195.1695),tensor(541.8680),tensor(497.5540),tensor(776.3184),tensor(131.4456),tensor(788.6851),tensor(507.8038),tensor(987.6530),tensor(104.0924),tensor(989.3784),tensor(386.2312),tensor(947.4077),tensor(231.2376),tensor(948.1371),tensor(361.0275),tensor(1277.7341),tensor(242.2113),tensor(1279.4801),tensor(333.7333),tensor(1552.7880),tensor(258.7095),tensor(1565.3038)
974,step_f_b.MOV,131,0,tensor(312.7609),tensor(342.0363),tensor(347.3000),tensor(315.2226),tensor(281.5599),tensor(315.9939),tensor(397.5642),tensor(344.5812),tensor(239.7444),tensor(347.4142),tensor(443.7159),tensor(536.0407),tensor(195.8750),tensor(543.6956),tensor(497.9396),tensor(774.9564),tensor(131.4455),tensor(789.8472),tensor(507.3137),tensor(986.6016),tensor(103.1392),tensor(990.5521),tensor(386.5408),tensor(948.1158),tensor(231.4962),tensor(949.3147),tensor(361.7395),tensor(1278.1663),tensor(242.1692),tensor(1280.7566),tensor(335.4833),tensor(1551.1952),tensor(260.4231),tensor(1565.0980)
975,step_f_b.MOV,132,0,tensor(312.1868),tensor(341.4240),tensor(346.7347),tensor(314.8960),tensor(281.5676),tensor(315.3651),tensor(397.1893),tensor(344.4950),tensor(240.7491),tensor(346.6100),tensor(444.1677),tensor(536.4743),tensor(196.5044),tensor(543.5407),tensor(498.0285),tensor(776.0713),tensor(132.2194),tensor(790.4338),tensor(505.8970),tensor(986.7627),tensor(103.1839),tensor(991.2762),tensor(387.5415),tensor(949.3162),tensor(232.6987),tensor(950.0682),tensor(362.7886),tensor(1278.8569),tensor(242.8929),tensor(1280.3068),tensor(336.6009),tensor(1549.0986),tensor(262.0599),tensor(1561.9114)
976,step_f_b.MOV,133,0,tensor(313.9999),tensor(340.3555),tensor(348.7887),tensor(313.7296),tensor(283.0522),tensor(314.1969),tensor(399.1550),tensor(343.3549),tensor(241.4359),tensor(345.6481),tensor(445.2990),tensor(534.3525),tensor(196.9327),tensor(543.1311),tensor(498.3494),tensor(772.8871),tensor(134.1007),tensor(790.2750),tensor(505.4857),tensor(987.1755),tensor(104.8809),tensor(989.3407),tensor(387.3870),tensor(947.6627),tensor(232.0152),tensor(949.2140),tensor(364.6523),tensor(1277.8767),tensor(244.1155),tensor(1280.8247),tensor(336.1068),tensor(1548.4552),tensor(261.8083),tensor(1563.1135)
977,step_f_b.MOV,134,0,tensor(317.2599),tensor(342.1281),tensor(351.4233),tensor(315.0760),tensor(285.8782),tensor(316.0381),tensor(400.8517),tensor(342.9009),tensor(243.5847),tensor(346.4836),tensor(447.4262),tensor(533.7429),tensor(198.4129),tensor(542.8398),tensor(499.5694),tensor(773.6649),tensor(134.9787),tensor(789.8701),tensor(505.3445),tensor(988.1499),tensor(105.1619),tensor(989.2518),tensor(388.0027),tensor(949.6333),tensor(232.1994),tensor(951.2180),tensor(365.9738),tensor(1279.4611),tensor(244.9326),tensor(1281.9567),tensor(338.0132),tensor(1548.4911),tensor(261.6553),tensor(1562.0299)
978,step_f_b.MOV,135,0,tensor(316.4112),tensor(341.6359),tensor(350.8217),tensor(314.4304),tensor(285.4210),tensor(315.0634),tensor(401.5302),tensor(341.3495),tensor(244.4179),tensor(344.3539),tensor(449.0867),tensor(531.9278),tensor(199.1526),tensor(540.5408),tensor(499.7803),tensor(771.7612),tensor(136.1657),tensor(788.7129),tensor(505.9707),tensor(987.2978),tensor(106.2293),tensor(988.2585),tensor(387.8322),tensor(949.9397),tensor(231.5235),tensor(950.6474),tensor(368.2668),tensor(1281.5183),tensor(246.5066),tensor(1280.0522),tensor(338.1554),tensor(1551.4033),tensor(262.7197),tensor(1559.2874)
979,step_f_b.MOV,136,0,tensor(319.0011),tensor(341.1347),tensor(353.1509),tensor(314.7453),tensor(288.4804),tensor(315.0976),tensor(402.7124),tensor(343.7712),tensor(247.5181),tensor(345.9786),tensor(449.3456),tensor(535.1465),tensor(200.9901),tensor(542.8798),tensor(500.1421),tensor(772.9070),tensor(137.5017),tensor(789.0985),tensor(506.3557),tensor(985.9276),tensor(108.9649),tensor(986.9854),tensor(388.5544),tensor(950.8721),tensor(233.1752),tensor(951.3104),tensor(367.8769),tensor(1280.9736),tensor(246.9250),tensor(1279.1251),tensor(339.0730),tensor(1550.4406),tensor(264.9901),tensor(1557.8152)
980,step_f_b.MOV,137,0,tensor(319.5998),tensor(341.5658),tensor(354.0666),tensor(315.1956),tensor(289.2255),tensor(315.1651),tensor(403.9409),tensor(343.8976),tensor(248.1162),tensor(344.9951),tensor(449.1653),tensor(534.9042),tensor(202.1112),tensor(540.4294),tensor(499.4775),tensor(775.0501),tensor(138.3007),tensor(786.9031),tensor(505.2559),tensor(987.4058),tensor(111.1138),tensor(987.8416),tensor(390.0800),tensor(948.2108),tensor(235.3516),tensor(948.1592),tensor(368.8723),tensor(1278.0911),tensor(248.6385),tensor(1277.3168),tensor(340.0552),tensor(1548.8713),tensor(265.8261),tensor(1559.1289)
981,step_f_b.MOV,138,0,tensor(321.2661),tensor(341.1664),tensor(355.6265),tensor(314.4720),tensor(290.2111),tensor(315.1642),tensor(405.6288),tensor(343.9423),tensor(248.5628),tensor(346.6565),tensor(450.5354),tensor(536.8255),tensor(202.8274),tensor(542.4778),tensor(501.2953),tensor(778.7631),tensor(137.0320),tensor(789.5914),tensor(507.1590),tensor(985.4579),tensor(113.1563),tensor(987.8297),tensor(390.0803),tensor(948.1802),tensor(235.0053),tensor(948.6021),tensor(367.2057),tensor(1278.1127),tensor(249.0527),tensor(1279.6514),tensor(340.5986),tensor(1549.9015),tensor(267.4758),tensor(1562.8756)
982,step_f_b.MOV,139,0,tensor(320.9848),tensor(339.7772),tensor(355.9557),tensor(313.0984),tensor(289.9050),tensor(313.3057),tensor(406.0643),tensor(342.8396),tensor(247.6928),tensor(344.1323),tensor(450.1049),tensor(536.1813),tensor(201.6588),tensor(540.4349),tensor(501.8297),tensor(778.2401),tensor(136.9839),tensor(787.4332),tensor(510.2256),tensor(982.5361),tensor(114.1470),tensor(986.0024),tensor(391.7591),tensor(949.4189),tensor(236.2119),tensor(949.7397),tensor(368.4386),tensor(1276.7982),tensor(249.1479),tensor(1279.3657),tensor(342.8440),tensor(1547.1705),tensor(269.4218),tensor(1562.8994)
983,step_f_b.MOV,140,0,tensor(322.9729),tensor(338.8707),tensor(357.4280),tensor(312.0473),tensor(290.9615),tensor(312.6040),tensor(406.4222),tensor(341.5714),tensor(247.2211),tensor(343.9747),tensor(451.6397),tensor(533.7841),tensor(200.6315),tensor(540.2946),tensor(502.8412),tensor(771.3285),tensor(137.2663),tensor(786.9685),tensor(513.2510),tensor(979.6379),tensor(116.7413),tensor(988.8747),tensor(394.0928),tensor(949.9199),tensor(236.7407),tensor(950.8914),tensor(373.2274),tensor(1277.9750),tensor(251.0278),tensor(1278.6765),tensor(345.1844),tensor(1548.5819),tensor(269.2721),tensor(1559.8550)
984,step_f_b.MOV,141,0,tensor(325.8747),tensor(338.3907),tensor(359.9837),tensor(311.8260),tensor(294.2306),tensor(311.7276),tensor(406.9325),tensor(341.1178),tensor(249.5855),tensor(341.6411),tensor(451.6912),tensor(534.6984),tensor(200.4248),tensor(538.7816),tensor(503.9323),tensor(775.2814),tensor(136.7191),tensor(786.8087),tensor(516.2577),tensor(979.4866),tensor(118.3995),tensor(986.2842),tensor(397.8571),tensor(953.0901),tensor(240.3046),tensor(953.7120),tensor(377.3658),tensor(1278.4191),tensor(252.4742),tensor(1279.5833),tensor(349.2597),tensor(1545.9771),tensor(270.2747),tensor(1559.3060)
985,step_f_b.MOV,142,0,tensor(331.3763),tensor(340.3062),tensor(364.7355),tensor(314.3418),tensor(299.4055),tensor(314.0741),tensor(410.0575),tensor(344.3175),tensor(253.3273),tensor(344.7857),tensor(453.6538),tensor(535.7915),tensor(202.8658),tensor(540.0619),tensor(505.0439),tensor(773.9643),tensor(137.4521),tensor(787.8342),tensor(519.1582),tensor(979.3477),tensor(119.9111),tensor(987.4898),tensor(400.1122),tensor(949.3182),tensor(242.0056),tensor(950.0893),tensor(386.7662),tensor(1279.0104),tensor(257.2230),tensor(1279.1550),tensor(355.1978),tensor(1548.3116),tensor(268.3212),tensor(1559.4979)
986,step_f_b.MOV,143,0,tensor(339.6216),tensor(342.2817),tensor(371.2153),tensor(315.4355),tensor(306.9187),tensor(316.3115),tensor(412.2859),tensor(342.2669),tensor(257.3823),tensor(345.2436),tensor(453.2779),tensor(531.6824),tensor(204.9764),tensor(539.8027),tensor(504.3702),tensor(767.3619),tensor(141.5329),tensor(787.4991),tensor(523.3886),tensor(975.8407),tensor(123.0924),tensor(988.0688),tensor(402.2369),tensor(949.2504),tensor(244.5902),tensor(952.5958),tensor(393.9007),tensor(1277.6584),tensor(258.4249),tensor(1282.4950),tensor(368.8595),tensor(1543.1830),tensor(265.9303),tensor(1559.2523)
987,step_f_b.MOV,144,0,tensor(337.7721),tensor(342.3633),tensor(371.1155),tensor(315.3157),tensor(305.4598),tensor(315.7718),tensor(416.4221),tensor(343.1887),tensor(258.8398),tensor(345.0784),tensor(458.2347),tensor(532.7060),tensor(207.1602),tensor(539.3979),tensor(506.8957),tensor(767.0378),tensor(143.4471),tensor(786.5640),tensor(526.9477),tensor(974.4835),tensor(126.0494),tensor(991.1234),tensor(407.9992),tensor(948.0385),tensor(246.8990),tensor(950.8376),tensor(410.1465),tensor(1275.3142),tensor(260.2612),tensor(1277.8817),tensor(392.3469),tensor(1541.4969),tensor(268.8561),tensor(1555.8768)
988,step_f_b.MOV,145,0,tensor(354.3983),tensor(348.8560),tensor(383.9208),tensor(320.4094),tensor(317.4901),tensor(321.2773),tensor(419.9380),tensor(344.9550),tensor(259.8471),tensor(349.4331),tensor(461.4748),tensor(534.0073),tensor(206.2643),tensor(534.6614),tensor(508.2288),tensor(780.3082),tensor(149.6648),tensor(785.3524),tensor(520.3035),tensor(965.6252),tensor(132.1019),tensor(991.6724),tensor(423.3395),tensor(950.5361),tensor(256.3011),tensor(950.8402),tensor(426.5629),tensor(1285.3451),tensor(271.6468),tensor(1284.1307),tensor(407.5153),tensor(1552.6682),tensor(265.8673),tensor(1562.3157)
989,step_f_b.MOV,146,0,tensor(353.2584),tensor(338.9431),tensor(384.0981),tensor(310.9559),tensor(319.9352),tensor(312.7253),tensor(426.0509),tensor(335.9045),tensor(271.0359),tensor(341.2906),tensor(468.6490),tensor(525.3345),tensor(218.6244),tensor(531.3494),tensor(513.4212),tensor(765.6748),tensor(154.6252),tensor(779.8285),tensor(530.8135),tensor(970.7064),tensor(132.3916),tensor(985.8203),tensor(422.6608),tensor(942.2278),tensor(258.1756),tensor(944.6228),tensor(442.4687),tensor(1277.9788),tensor(270.7084),tensor(1275.3308),tensor(440.3773),tensor(1548.1238),tensor(272.0544),tensor(1552.5447)
990,step_f_b.MOV,147,0,tensor(355.8658),tensor(340.3630),tensor(387.5627),tensor(312.6401),tensor(323.2563),tensor(313.4275),tensor(430.4902),tensor(338.4288),tensor(275.2325),tensor(341.1514),tensor(471.8592),tensor(528.1840),tensor(223.5795),tensor(529.6016),tensor(517.1859),tensor(771.8322),tensor(159.3171),tensor(775.5782),tensor(536.3935),tensor(971.4819),tensor(136.7313),tensor(982.4396),tensor(432.7522),tensor(943.5781),tensor(267.3595),tensor(945.2009),tensor(459.3586),tensor(1274.6495),tensor(274.4027),tensor(1274.0251),tensor(466.8678),tensor(1543.8363),tensor(273.6031),tensor(1553.2849)
991,step_f_b.MOV,148,0,tensor(360.4478),tensor(338.9151),tensor(393.2675),tensor(310.8636),tensor(328.2187),tensor(312.0425),tensor(441.1073),tensor(338.7784),tensor(284.3523),tensor(342.6534),tensor(484.8406),tensor(532.0953),tensor(234.2529),tensor(530.9379),tensor(527.4731),tensor(782.4756),tensor(164.8158),tensor(776.3780),tensor(542.2327),tensor(975.8206),tensor(140.1741),tensor(981.8683),tensor(442.8955),tensor(946.6117),tensor(273.6947),tensor(947.3599),tensor(482.2681),tensor(1275.6211),tensor(281.1719),tensor(1275.7131),tensor(498.5660),tensor(1545.0034),tensor(275.5560),tensor(1556.7328)
992,step_f_b.MOV,149,0,tensor(370.4045),tensor(342.2531),tensor(402.6170),tensor(314.6406),tensor(340.9927),tensor(316.0230),tensor(450.4788),tensor(340.4962),tensor(300.4729),tensor(343.7884),tensor(490.2210),tensor(530.6827),tensor(248.1229),tensor(533.1158),tensor(530.4750),tensor(781.7542),tensor(171.8860),tensor(780.0497),tensor(548.1702),tensor(981.4111),tensor(146.2495),tensor(982.4639),tensor(450.0894),tensor(944.5567),tensor(285.3301),tensor(948.6976),tensor(499.1473),tensor(1273.7886),tensor(283.2831),tensor(1278.2201),tensor(532.3672),tensor(1541.7235),tensor(284.8179),tensor(1555.3531)
993,step_f_b.MOV,150,0,tensor(375.0326),tensor(342.8706),tensor(406.6265),tensor(314.7827),tensor(346.0927),tensor(316.7529),tensor(455.1039),tensor(338.9734),tensor(307.4605),tensor(343.3832),tensor(494.5454),tensor(529.9151),tensor(256.6194),tensor(528.3503),tensor(535.0517),tensor(787.1442),tensor(180.6867),tensor(774.2172),tensor(553.4380),tensor(985.5310),tensor(157.4926),tensor(984.2227),tensor(453.3630),tensor(942.2056),tensor(289.2546),tensor(944.9496),tensor(511.8853),tensor(1270.9734),tensor(287.6809),tensor(1274.0270),tensor(556.6729),tensor(1541.4811),tensor(285.6822),tensor(1553.7437)
994,step_f_b.MOV,151,0,tensor(394.8164),tensor(338.7197),tensor(425.9745),tensor(311.1232),tensor(364.7773),tensor(313.1143),tensor(470.5609),tensor(338.9321),tensor(321.0173),tensor(343.3700),tensor(506.2852),tensor(530.5832),tensor(265.3256),tensor(531.1492),tensor(546.4057),tensor(785.9048),tensor(188.5174),tensor(778.0800),tensor(565.7084),tensor(985.9634),tensor(166.4951),tensor(983.1499),tensor(467.0271),tensor(939.7530),tensor(298.7932),tensor(944.1826),tensor(531.1522),tensor(1269.2834),tensor(289.3762),tensor(1275.1229),tensor(584.2678),tensor(1543.2338),tensor(286.6336),tensor(1557.4332)
995,step_f_b.MOV,152,0,tensor(411.4235),tensor(338.6531),tensor(441.6412),tensor(310.4296),tensor(380.5608),tensor(313.3405),tensor(484.8745),tensor(337.1447),tensor(335.2728),tensor(344.1195),tensor(522.1972),tensor(528.7561),tensor(279.1341),tensor(532.1052),tensor(562.1542),tensor(781.7786),tensor(201.1322),tensor(779.1716),tensor(577.4006),tensor(978.3159),tensor(173.4995),tensor(985.8876),tensor(483.5856),tensor(939.5106),tensor(313.0268),tensor(944.6403),tensor(548.5732),tensor(1270.7007),tensor(297.4064),tensor(1277.8694),tensor(606.3335),tensor(1543.5568),tensor(289.3596),tensor(1559.3604)
996,step_f_b.MOV,153,0,tensor(433.4024),tensor(346.3618),tensor(461.1828),tensor(318.5988),tensor(402.5276),tensor(321.6281),tensor(499.0596),tensor(344.9871),tensor(353.6039),tensor(352.4518),tensor(533.5723),tensor(534.2358),tensor(294.9836),tensor(536.6599),tensor(575.9570),tensor(788.6690),tensor(215.6171),tensor(782.9341),tensor(591.2498),tensor(984.0350),tensor(185.8253),tensor(987.7432),tensor(496.6307),tensor(937.1597),tensor(327.2754),tensor(942.0808),tensor(563.9355),tensor(1268.6158),tensor(306.5704),tensor(1276.5726),tensor(626.6113),tensor(1545.9514),tensor(289.7370),tensor(1561.0148)
997,step_f_b.MOV,154,0,tensor(442.9850),tensor(346.0826),tensor(474.8516),tensor(317.2330),tensor(411.7166),tensor(319.8644),tensor(517.6373),tensor(346.1558),tensor(365.3110),tensor(350.8383),tensor(553.7623),tensor(530.8044),tensor(310.1084),tensor(535.5683),tensor(579.2097),tensor(779.3199),tensor(232.5415),tensor(780.4869),tensor(598.6742),tensor(983.9191),tensor(210.4048),tensor(989.3146),tensor(516.5577),tensor(947.3782),tensor(341.7472),tensor(953.7237),tensor(572.9888),tensor(1269.3066),tensor(300.6678),tensor(1276.1537),tensor(632.4449),tensor(1547.1538),tensor(290.5706),tensor(1559.2430)
998,step_f_b.MOV,155,0,tensor(460.0534),tensor(352.7578),tensor(489.0790),tensor(323.3094),tensor(427.2394),tensor(328.5286),tensor(533.8268),tensor(349.1454),tensor(380.6248),tensor(361.2391),tensor(567.5664),tensor(535.8532),tensor(330.0341),tensor(542.2706),tensor(597.8170),tensor(781.3604),tensor(242.5914),tensor(781.3363),tensor(624.2521),tensor(982.8560),tensor(216.0675),tensor(991.0549),tensor(527.4962),tensor(937.2855),tensor(356.9283),tensor(943.5656),tensor(588.0969),tensor(1264.8699),tensor(313.5119),tensor(1273.9585),tensor(645.8297),tensor(1548.8972),tensor(282.3478),tensor(1562.2877)
999,step_f_b.MOV,156,0,tensor(481.3164),tensor(362.8222),tensor(510.1059),tensor(334.5215),tensor(449.6063),tensor(337.5269),tensor(552.9584),tensor(361.2827),tensor(401.5251),tensor(368.5129),tensor(585.2865),tensor(547.3422),tensor(348.7200),tensor(547.3550),tensor(618.5958),tensor(795.2199),tensor(261.9622),tensor(785.3791),tensor(640.3524),tensor(992.7770),tensor(231.1672),tensor(990.2864),tensor(542.7572),tensor(940.1082),tensor(372.5413),tensor(941.9262),tensor(597.2163),tensor(1270.3561),tensor(319.4285),tensor(1271.2671),tensor(647.6820),tensor(1561.0034),tensor(280.7197),tensor(1563.9808)
1000,step_f_b.MOV,157,0,tensor(511.6832),tensor(362.8693),tensor(538.2012),tensor(334.5862),tensor(479.1003),tensor(337.9988),tensor(576.0043),tensor(361.5704),tensor(426.4665),tensor(370.1482),tensor(606.9043),tensor(550.5623),tensor(370.8752),tensor(549.6978),tensor(638.8115),tensor(799.3345),tensor(284.7351),tensor(786.3853),tensor(656.5275),tensor(996.6284),tensor(250.0485),tensor(992.2456),tensor(558.9109),tensor(949.1631),tensor(389.1269),tensor(949.3731),tensor(607.3152),tensor(1272.2838),tensor(330.7891),tensor(1270.4569),tensor(651.8635),tensor(1567.9952),tensor(282.3691),tensor(1566.3823)
1001,step_f_b.MOV,158,0,tensor(534.1133),tensor(368.0374),tensor(563.7453),tensor(340.6034),tensor(504.0041),tensor(341.8172),tensor(602.2333),tensor(369.1377),tensor(458.0892),tensor(372.6812),tensor(638.0866),tensor(553.8560),tensor(398.3950),tensor(555.1428),tensor(663.3741),tensor(788.5139),tensor(309.8291),tensor(785.9370),tensor(671.6201),tensor(989.4844),tensor(273.7584),tensor(993.9207),tensor(578.1942),tensor(971.3553),tensor(406.7913),tensor(970.4539),tensor(618.8260),tensor(1272.3335),tensor(332.6674),tensor(1266.4227),tensor(652.9207),tensor(1559.6478),tensor(284.8039),tensor(1556.0634)
1002,step_f_b.MOV,159,0,tensor(548.7252),tensor(367.0943),tensor(575.7654),tensor(338.9642),tensor(514.4273),tensor(341.4414),tensor(611.6605),tensor(365.9190),tensor(462.4540),tensor(374.1768),tensor(651.3671),tensor(552.2043),tensor(409.4811),tensor(549.5618),tensor(684.3430),tensor(800.3994),tensor(337.4543),tensor(786.1018),tensor(687.5283),tensor(1000.5445),tensor(303.8258),tensor(994.5337),tensor(597.7696),tensor(955.4601),tensor(422.8534),tensor(951.5052),tensor(638.9977),tensor(1271.8644),tensor(366.4455),tensor(1266.7537),tensor(654.8182),tensor(1564.3474),tensor(294.5272),tensor(1566.3370)
1003,step_f_b.MOV,160,0,tensor(564.7635),tensor(372.4536),tensor(592.2648),tensor(344.3300),tensor(532.5359),tensor(347.3885),tensor(632.7844),tensor(369.1913),tensor(485.6998),tensor(378.3271),tensor(672.5924),tensor(554.9544),tensor(437.9365),tensor(557.7649),tensor(707.4374),tensor(801.8388),tensor(362.0675),tensor(797.0391),tensor(721.1133),tensor(1004.6659),tensor(321.0672),tensor(994.9016),tensor(617.0493),tensor(954.5356),tensor(449.2934),tensor(951.7454),tensor(641.0004),tensor(1275.8492),tensor(370.3079),tensor(1272.6284),tensor(653.7396),tensor(1565.4111),tensor(297.0393),tensor(1567.9189)
1004,step_f_b.MOV,161,0,tensor(591.7680),tensor(371.0625),tensor(617.4191),tensor(342.9921),tensor(559.1433),tensor(346.6603),tensor(654.9511),tensor(368.1857),tensor(506.4600),tensor(377.2359),tensor(690.9943),tensor(554.6934),tensor(457.5993),tensor(555.8855),tensor(724.4843),tensor(802.4255),tensor(384.3523),tensor(790.2455),tensor(742.9475),tensor(1004.1510),tensor(346.8806),tensor(987.1987),tensor(639.1238),tensor(955.7300),tensor(471.7384),tensor(953.2261),tensor(652.0920),tensor(1278.8735),tensor(376.2618),tensor(1275.5997),tensor(669.7265),tensor(1561.7783),tensor(305.7098),tensor(1560.4553)
1005,step_f_b.MOV,162,0,tensor(609.4909),tensor(365.8171),tensor(635.6390),tensor(339.2024),tensor(578.4627),tensor(341.1066),tensor(672.7779),tensor(365.5534),tensor(528.5538),tensor(371.2835),tensor(710.4284),tensor(549.9460),tensor(479.4753),tensor(552.4048),tensor(746.1710),tensor(793.9204),tensor(408.7291),tensor(791.4368),tensor(762.4927),tensor(1000.8541),tensor(371.7647),tensor(986.5329),tensor(657.5252),tensor(949.5035),tensor(492.6592),tensor(945.8177),tensor(664.5222),tensor(1273.1155),tensor(393.8808),tensor(1266.0839),tensor(670.5988),tensor(1563.6069),tensor(319.3874),tensor(1557.3080)
1006,step_f_b.MOV,163,0,tensor(635.0811),tensor(360.0162),tensor(659.6999),tensor(332.6197),tensor(601.0359),tensor(334.3835),tensor(690.7090),tensor(357.2719),tensor(546.0841),tensor(364.3982),tensor(729.5124),tensor(542.9937),tensor(496.1707),tensor(542.2714),tensor(766.7381),tensor(791.5950),tensor(434.1096),tensor(786.4500),tensor(775.8459),tensor(994.3665),tensor(402.7388),tensor(988.6431),tensor(670.0541),tensor(949.2911),tensor(503.7733),tensor(942.4869),tensor(669.3679),tensor(1271.3984),tensor(417.5479),tensor(1260.7529),tensor(659.5201),tensor(1565.4380),tensor(331.3383),tensor(1556.8107)
1007,step_f_b.MOV,164,0,tensor(645.9454),tensor(357.3040),tensor(671.2410),tensor(329.3926),tensor(610.9837),tensor(331.9583),tensor(703.3337),tensor(354.4073),tensor(556.7762),tensor(362.9484),tensor(740.4304),tensor(540.9741),tensor(509.4836),tensor(540.5691),tensor(775.4155),tensor(786.1552),tensor(448.3346),tensor(783.8139),tensor(799.0709),tensor(985.4473),tensor(418.3490),tensor(986.1221),tensor(678.5810),tensor(949.5125),tensor(514.9308),tensor(943.0427),tensor(669.7864),tensor(1271.8020),tensor(432.3245),tensor(1261.4014),tensor(658.1069),tensor(1562.7510),tensor(350.2805),tensor(1554.6112)
1008,step_f_b.MOV,165,0,tensor(653.8511),tensor(357.7475),tensor(679.7812),tensor(330.2541),tensor(619.8782),tensor(333.0975),tensor(714.0121),tensor(356.1487),tensor(570.3824),tensor(365.3910),tensor(750.6973),tensor(542.3126),tensor(523.0565),tensor(543.4655),tensor(788.5836),tensor(780.6744),tensor(458.0579),tensor(786.0198),tensor(824.6238),tensor(975.0249),tensor(429.7628),tensor(987.5100),tensor(681.8207),tensor(949.8346),tensor(521.8529),tensor(944.0361),tensor(668.5543),tensor(1270.7096),tensor(445.3988),tensor(1261.7208),tensor(657.4019),tensor(1559.5129),tensor(368.2015),tensor(1553.0453)
1009,step_f_b.MOV,166,0,tensor(662.7446),tensor(359.0960),tensor(691.0453),tensor(331.5929),tensor(630.4715),tensor(333.6516),tensor(730.9222),tensor(355.9607),tensor(582.5345),tensor(362.3741),tensor(765.3810),tensor(543.3547),tensor(535.8923),tensor(543.0903),tensor(805.2686),tensor(789.7116),tensor(471.6217),tensor(789.1199),tensor(838.0632),tensor(989.1017),tensor(439.3185),tensor(985.3450),tensor(690.7184),tensor(946.6503),tensor(533.0468),tensor(940.1681),tensor(671.7581),tensor(1276.7736),tensor(457.8975),tensor(1265.6602),tensor(665.5953),tensor(1565.1849),tensor(400.5043),tensor(1554.9716)
